dbn,name,year,cohort_category,cohort_size,grads_num,grads_percent,regents_num,regents_percent_total,regents_percent_grad,advregents_num,advregents_percent_total,advregents_percent_grad,othregents_num,othregents_percent_total,othregents_percent_grad,local_num,local_percent_total,local_percent_grad,enrolled_num,enrolled_percent,drop_num,drop_percent
07X381,BRONX HAVEN HIGH SCHOOL,2007,4 Year August,71,8,11.3%,1,1.4%,12.5%,0,0.0%,0.0%,1,1.4%,12.5%,7,9.9%,87.5%,59,83.1%,4,5.6%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2002,4 Year  June,64,35,54.7%,0,0.0%,0.0%,0,0.0%,0.0%,0,0.0%,0.0%,35,54.7%,100.0%,27,42.2%,1,1.6%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2002,5 Year,64,50,78.1%,0,0.0%,0.0%,0,0.0%,0.0%,0,0.0%,0.0%,50,78.1%,100.0%,3,4.7%,9,14.1%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2002,6 Year,64,51,79.7%,0,0.0%,0.0%,0,0.0%,0.0%,0,0.0%,0.0%,51,79.7%,100.0%,1,1.6%,10,15.6%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2003,4 Year  June,75,43,57.3%,10,13.3%,23.3%,0,0.0%,0.0%,10,13.3%,23.3%,33,44.0%,76.7%,23,30.7%,8,10.7%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2003,5 Year,75,56,74.7%,11,14.7%,19.6%,0,0.0%,0.0%,11,14.7%,19.6%,45,60.0%,80.4%,6,8.0%,12,16.0%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2003,6 Year,76,59,77.6%,11,14.5%,18.6%,0,0.0%,0.0%,11,14.5%,18.6%,48,63.2%,81.4%,4,5.3%,11,14.5%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2004,4 Year  June,86,62,72.1%,22,25.6%,35.5%,0,0.0%,0.0%,22,25.6%,35.5%,40,46.5%,64.5%,12,14.0%,11,12.8%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2004,5 Year,82,69,84.1%,21,25.6%,30.4%,0,0.0%,0.0%,21,25.6%,30.4%,48,58.5%,69.6%,1,1.2%,11,13.4%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2004,6 Year,82,70,85.4%,21,25.6%,30.0%,0,0.0%,0.0%,21,25.6%,30.0%,49,59.8%,70.0%,0,0.0%,11,13.4%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2005,4 Year  June,82,41,50.0%,7,8.5%,17.1%,0,0.0%,0.0%,7,8.5%,17.1%,34,41.5%,82.9%,22,26.8%,16,19.5%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2005,4 Year August,82,45,54.9%,9,11.0%,20.0%,0,0.0%,0.0%,9,11.0%,20.0%,36,43.9%,80.0%,18,22.0%,16,19.5%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2005,5 Year,87,48,55.2%,11,12.6%,22.9%,0,0.0%,0.0%,11,12.6%,22.9%,37,42.5%,77.1%,14,16.1%,21,24.1%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2005,6 Year,85,50,58.8%,11,12.9%,22.0%,0,0.0%,0.0%,11,12.9%,22.0%,39,45.9%,78.0%,9,10.6%,22,25.9%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2006,4 Year  June,81,52,64.2%,42,51.9%,80.8%,0,0.0%,0.0%,42,51.9%,80.8%,10,12.3%,19.2%,10,12.3%,16,19.8%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2006,4 Year August,81,55,67.9%,45,55.6%,81.8%,0,0.0%,0.0%,45,55.6%,81.8%,10,12.3%,18.2%,7,8.6%,16,19.8%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2006,5 Year  June,79,56,70.9%,45,57.0%,80.4%,0,0.0%,0.0%,45,57.0%,80.4%,11,13.9%,19.6%,5,6.3%,16,20.3%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2006,5 Year August,79,56,70.9%,45,57.0%,80.4%,0,0.0%,0.0%,45,57.0%,80.4%,11,13.9%,19.6%,5,6.3%,16,20.3%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2007,4 Year  June,76,52,68.4%,50,65.8%,96.2%,0,0.0%,0.0%,50,65.8%,96.2%,2,2.6%,3.8%,15,19.7%,6,7.9%
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2007,4 Year August,76,58,76.3%,56,73.7%,96.6%,0,0.0%,0.0%,56,73.7%,96.6%,2,2.6%,3.4%,9,11.8%,6,7.9%
07X470,SOUTH BRONX HIGH SCHOOL,2001,4 Year  June,53,9,17.0%,0,0.0%,0.0%,0,0.0%,0.0%,0,0.0%,0.0%,9,17.0%,100.0%,0,0.0%,27,50.9%
07X470,SOUTH BRONX HIGH SCHOOL,2001,5 Year,53,9,17.0%,0,0.0%,0.0%,0,0.0%,0.0%,0,0.0%,0.0%,9,17.0%,100.0%,0,0.0%,27,50.9%
07X470,SOUTH BRONX HIGH SCHOOL,2001,6 Year,53,9,17.0%,0,0.0%,0.0%,0,0.0%,0.0%,0,0.0%,0.0%,9,17.0%,100.0%,0,0.0%,27,50.9%
07X470,SOUTH BRONX HIGH SCHOOL,2002,4 Year  June,8,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
07X470,SOUTH BRONX HIGH SCHOOL,2002,5 Year,8,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
07X470,SOUTH BRONX HIGH SCHOOL,2002,6 Year,8,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
07X470,SOUTH BRONX HIGH SCHOOL,2003,4 Year  June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
07X470,SOUTH BRONX HIGH SCHOOL,2003,5 Year,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
07X470,SOUTH BRONX HIGH SCHOOL,2003,6 Year,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2001,4 Year  June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2001,5 Year,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2001,6 Year,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2002,4 Year  June,72,54,75.0%,14,19.4%,25.9%,0,0.0%,0.0%,14,19.4%,25.9%,40,55.6%,74.1%,12,16.7%,2,2.8%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2002,5 Year,72,60,83.3%,15,20.8%,25.0%,0,0.0%,0.0%,15,20.8%,25.0%,45,62.5%,75.0%,3,4.2%,5,6.9%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2002,6 Year,72,61,84.7%,15,20.8%,24.6%,0,0.0%,0.0%,15,20.8%,24.6%,46,63.9%,75.4%,1,1.4%,6,8.3%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2003,4 Year  June,65,48,73.8%,14,21.5%,29.2%,2,3.1%,4.2%,12,18.5%,25.0%,34,52.3%,70.8%,10,15.4%,4,6.2%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2003,5 Year,65,52,80.0%,14,21.5%,26.9%,2,3.1%,3.8%,12,18.5%,23.1%,38,58.5%,73.1%,3,4.6%,5,7.7%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2003,6 Year,66,53,80.3%,14,21.2%,26.4%,2,3.0%,3.8%,12,18.2%,22.6%,39,59.1%,73.6%,2,3.0%,6,9.1%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2004,4 Year  June,69,53,76.8%,21,30.4%,39.6%,0,0.0%,0.0%,21,30.4%,39.6%,32,46.4%,60.4%,12,17.4%,4,5.8%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2004,5 Year,66,59,89.4%,21,31.8%,35.6%,0,0.0%,0.0%,21,31.8%,35.6%,38,57.6%,64.4%,0,0.0%,4,6.1%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2004,6 Year,67,59,88.1%,21,31.3%,35.6%,0,0.0%,0.0%,21,31.3%,35.6%,38,56.7%,64.4%,0,0.0%,5,7.5%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2005,4 Year  June,97,55,56.7%,29,29.9%,52.7%,2,2.1%,3.6%,27,27.8%,49.1%,26,26.8%,47.3%,29,29.9%,6,6.2%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2005,4 Year August,97,61,62.9%,29,29.9%,47.5%,2,2.1%,3.3%,27,27.8%,44.3%,32,33.0%,52.5%,23,23.7%,6,6.2%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2005,5 Year,94,72,76.6%,31,33.0%,43.1%,2,2.1%,2.8%,29,30.9%,40.3%,41,43.6%,56.9%,4,4.3%,11,11.7%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2005,6 Year,94,74,78.7%,31,33.0%,41.9%,2,2.1%,2.7%,29,30.9%,39.2%,43,45.7%,58.1%,2,2.1%,11,11.7%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2006,4 Year  June,69,44,63.8%,23,33.3%,52.3%,0,0.0%,0.0%,23,33.3%,52.3%,21,30.4%,47.7%,10,14.5%,10,14.5%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2006,4 Year August,69,48,69.6%,23,33.3%,47.9%,0,0.0%,0.0%,23,33.3%,47.9%,25,36.2%,52.1%,6,8.7%,10,14.5%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2006,5 Year  June,69,49,71.0%,24,34.8%,49.0%,0,0.0%,0.0%,24,34.8%,49.0%,25,36.2%,51.0%,2,2.9%,12,17.4%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2006,5 Year August,69,49,71.0%,24,34.8%,49.0%,0,0.0%,0.0%,24,34.8%,49.0%,25,36.2%,51.0%,2,2.9%,12,17.4%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2007,4 Year  June,85,43,50.6%,31,36.5%,72.1%,0,0.0%,0.0%,31,36.5%,72.1%,12,14.1%,27.9%,25,29.4%,14,16.5%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2007,4 Year August,85,49,57.6%,31,36.5%,63.3%,0,0.0%,0.0%,31,36.5%,63.3%,18,21.2%,36.7%,19,22.4%,14,16.5%
07X495,UNIVERSITY HEIGHTS,2001,4 Year  June,87,54,62.1%,10,11.5%,18.5%,0,0.0%,0.0%,10,11.5%,18.5%,44,50.6%,81.5%,19,21.8%,11,12.6%
07X495,UNIVERSITY HEIGHTS,2001,5 Year,87,61,70.1%,10,11.5%,16.4%,0,0.0%,0.0%,10,11.5%,16.4%,51,58.6%,83.6%,6,6.9%,17,19.5%
07X495,UNIVERSITY HEIGHTS,2001,6 Year,87,63,72.4%,10,11.5%,15.9%,0,0.0%,0.0%,10,11.5%,15.9%,53,60.9%,84.1%,1,1.1%,19,21.8%
07X495,UNIVERSITY HEIGHTS,2002,4 Year  June,68,46,67.6%,7,10.3%,15.2%,0,0.0%,0.0%,7,10.3%,15.2%,39,57.4%,84.8%,8,11.8%,14,20.6%
07X495,UNIVERSITY HEIGHTS,2002,5 Year,68,51,75.0%,7,10.3%,13.7%,0,0.0%,0.0%,7,10.3%,13.7%,44,64.7%,86.3%,2,2.9%,15,22.1%
07X495,UNIVERSITY HEIGHTS,2002,6 Year,68,52,76.5%,7,10.3%,13.5%,0,0.0%,0.0%,7,10.3%,13.5%,45,66.2%,86.5%,1,1.5%,15,22.1%
07X495,UNIVERSITY HEIGHTS,2003,4 Year  June,92,78,84.8%,28,30.4%,35.9%,0,0.0%,0.0%,28,30.4%,35.9%,50,54.3%,64.1%,6,6.5%,8,8.7%
07X495,UNIVERSITY HEIGHTS,2003,5 Year,92,81,88.0%,28,30.4%,34.6%,0,0.0%,0.0%,28,30.4%,34.6%,53,57.6%,65.4%,1,1.1%,10,10.9%
07X495,UNIVERSITY HEIGHTS,2003,6 Year,95,82,86.3%,28,29.5%,34.1%,0,0.0%,0.0%,28,29.5%,34.1%,54,56.8%,65.9%,1,1.1%,11,11.6%
07X495,UNIVERSITY HEIGHTS,2004,4 Year  June,88,74,84.1%,41,46.6%,55.4%,0,0.0%,0.0%,41,46.6%,55.4%,33,37.5%,44.6%,8,9.1%,5,5.7%
07X495,UNIVERSITY HEIGHTS,2004,5 Year,91,81,89.0%,41,45.1%,50.6%,0,0.0%,0.0%,41,45.1%,50.6%,40,44.0%,49.4%,3,3.3%,6,6.6%
07X495,UNIVERSITY HEIGHTS,2004,6 Year,91,84,92.3%,41,45.1%,48.8%,0,0.0%,0.0%,41,45.1%,48.8%,43,47.3%,51.2%,0,0.0%,6,6.6%
07X495,UNIVERSITY HEIGHTS,2005,4 Year  June,106,92,86.8%,51,48.1%,55.4%,0,0.0%,0.0%,51,48.1%,55.4%,41,38.7%,44.6%,5,4.7%,9,8.5%
07X495,UNIVERSITY HEIGHTS,2005,4 Year August,106,92,86.8%,51,48.1%,55.4%,0,0.0%,0.0%,51,48.1%,55.4%,41,38.7%,44.6%,5,4.7%,9,8.5%
07X495,UNIVERSITY HEIGHTS,2005,5 Year,106,94,88.7%,51,48.1%,54.3%,0,0.0%,0.0%,51,48.1%,54.3%,43,40.6%,45.7%,2,1.9%,9,8.5%
07X495,UNIVERSITY HEIGHTS,2005,6 Year,105,94,89.5%,51,48.6%,54.3%,0,0.0%,0.0%,51,48.6%,54.3%,43,41.0%,45.7%,2,1.9%,8,7.6%
07X495,UNIVERSITY HEIGHTS,2006,4 Year  June,117,106,90.6%,47,40.2%,44.3%,0,0.0%,0.0%,47,40.2%,44.3%,59,50.4%,55.7%,0,0.0%,9,7.7%
07X495,UNIVERSITY HEIGHTS,2006,4 Year August,117,106,90.6%,47,40.2%,44.3%,0,0.0%,0.0%,47,40.2%,44.3%,59,50.4%,55.7%,0,0.0%,9,7.7%
07X495,UNIVERSITY HEIGHTS,2006,5 Year  June,119,107,89.9%,46,38.7%,43.0%,0,0.0%,0.0%,46,38.7%,43.0%,61,51.3%,57.0%,0,0.0%,8,6.7%
07X495,UNIVERSITY HEIGHTS,2006,5 Year August,119,107,89.9%,46,38.7%,43.0%,0,0.0%,0.0%,46,38.7%,43.0%,61,51.3%,57.0%,0,0.0%,8,6.7%
07X495,UNIVERSITY HEIGHTS,2007,4 Year  June,110,95,86.4%,45,40.9%,47.4%,0,0.0%,0.0%,45,40.9%,47.4%,50,45.5%,52.6%,8,7.3%,7,6.4%
07X495,UNIVERSITY HEIGHTS,2007,4 Year August,110,98,89.1%,45,40.9%,45.9%,0,0.0%,0.0%,45,40.9%,45.9%,53,48.2%,54.1%,5,4.5%,7,6.4%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2001,4 Year  June,103,81,78.6%,59,57.3%,72.8%,15,14.6%,18.5%,44,42.7%,54.3%,22,21.4%,27.2%,22,21.4%,0,0.0%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2001,5 Year,103,98,95.1%,67,65.0%,68.4%,15,14.6%,15.3%,52,50.5%,53.1%,31,30.1%,31.6%,2,1.9%,3,2.9%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2001,6 Year,103,98,95.1%,67,65.0%,68.4%,15,14.6%,15.3%,52,50.5%,53.1%,32,31.1%,32.7%,1,1.0%,4,3.9%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2002,4 Year  June,88,71,80.7%,54,61.4%,76.1%,23,26.1%,32.4%,31,35.2%,43.7%,17,19.3%,23.9%,16,18.2%,1,1.1%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2002,5 Year,88,80,90.9%,60,68.2%,75.0%,23,26.1%,28.8%,37,42.0%,46.3%,20,22.7%,25.0%,5,5.7%,3,3.4%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2002,6 Year,88,82,93.2%,60,68.2%,73.2%,23,26.1%,28.0%,37,42.0%,45.1%,22,25.0%,26.8%,1,1.1%,5,5.7%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2003,4 Year  June,95,76,80.0%,58,61.1%,76.3%,33,34.7%,43.4%,25,26.3%,32.9%,18,18.9%,23.7%,16,16.8%,3,3.2%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2003,5 Year,95,87,91.6%,64,67.4%,73.6%,33,34.7%,37.9%,31,32.6%,35.6%,23,24.2%,26.4%,1,1.1%,7,7.4%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2003,6 Year,94,87,92.6%,64,68.1%,73.6%,33,35.1%,37.9%,31,33.0%,35.6%,23,24.5%,26.4%,0,0.0%,7,7.4%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2004,4 Year  June,107,91,85.0%,73,68.2%,80.2%,48,44.9%,52.7%,25,23.4%,27.5%,18,16.8%,19.8%,13,12.1%,3,2.8%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2004,5 Year,107,101,94.4%,77,72.0%,76.2%,49,45.8%,48.5%,28,26.2%,27.7%,24,22.4%,23.8%,2,1.9%,4,3.7%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2004,6 Year,105,101,96.2%,77,73.3%,76.2%,49,46.7%,48.5%,28,26.7%,27.7%,24,22.9%,23.8%,0,0.0%,4,3.8%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2005,4 Year  June,82,64,78.0%,52,63.4%,81.3%,22,26.8%,34.4%,30,36.6%,46.9%,12,14.6%,18.8%,15,18.3%,2,2.4%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2005,4 Year August,82,72,87.8%,56,68.3%,77.8%,22,26.8%,30.6%,34,41.5%,47.2%,16,19.5%,22.2%,7,8.5%,2,2.4%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2005,5 Year,79,71,89.9%,55,69.6%,77.5%,22,27.8%,31.0%,33,41.8%,46.5%,16,20.3%,22.5%,1,1.3%,5,6.3%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2005,6 Year,79,71,89.9%,55,69.6%,77.5%,22,27.8%,31.0%,33,41.8%,46.5%,16,20.3%,22.5%,0,0.0%,6,7.6%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2006,4 Year  June,61,51,83.6%,49,80.3%,96.1%,25,41.0%,49.0%,24,39.3%,47.1%,2,3.3%,3.9%,9,14.8%,1,1.6%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2006,4 Year August,61,58,95.1%,54,88.5%,93.1%,25,41.0%,43.1%,29,47.5%,50.0%,4,6.6%,6.9%,2,3.3%,1,1.6%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2006,5 Year  June,61,60,98.4%,56,91.8%,93.3%,25,41.0%,41.7%,31,50.8%,51.7%,4,6.6%,6.7%,0,0.0%,1,1.6%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2006,5 Year August,61,60,98.4%,56,91.8%,93.3%,25,41.0%,41.7%,31,50.8%,51.7%,4,6.6%,6.7%,0,0.0%,1,1.6%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2007,4 Year  June,87,67,77.0%,57,65.5%,85.1%,28,32.2%,41.8%,29,33.3%,43.3%,10,11.5%,14.9%,19,21.8%,1,1.1%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2007,4 Year August,87,79,90.8%,60,69.0%,75.9%,28,32.2%,35.4%,32,36.8%,40.5%,19,21.8%,24.1%,7,8.0%,1,1.1%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2001,4 Year  June,71,56,78.9%,38,53.5%,67.9%,1,1.4%,1.8%,37,52.1%,66.1%,18,25.4%,32.1%,12,16.9%,2,2.8%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2001,5 Year,71,65,91.5%,40,56.3%,61.5%,1,1.4%,1.5%,39,54.9%,60.0%,25,35.2%,38.5%,1,1.4%,4,5.6%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2001,6 Year,71,66,93.0%,40,56.3%,60.6%,1,1.4%,1.5%,39,54.9%,59.1%,26,36.6%,39.4%,0,0.0%,4,5.6%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2002,4 Year  June,66,52,78.8%,38,57.6%,73.1%,9,13.6%,17.3%,29,43.9%,55.8%,14,21.2%,26.9%,7,10.6%,6,9.1%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2002,5 Year,66,57,86.4%,38,57.6%,66.7%,9,13.6%,15.8%,29,43.9%,50.9%,19,28.8%,33.3%,2,3.0%,6,9.1%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2002,6 Year,66,59,89.4%,39,59.1%,66.1%,9,13.6%,15.3%,30,45.5%,50.8%,20,30.3%,33.9%,0,0.0%,6,9.1%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2003,4 Year  June,79,49,62.0%,32,40.5%,65.3%,3,3.8%,6.1%,29,36.7%,59.2%,17,21.5%,34.7%,20,25.3%,6,7.6%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2003,5 Year,79,57,72.2%,35,44.3%,61.4%,3,3.8%,5.3%,32,40.5%,56.1%,22,27.8%,38.6%,5,6.3%,11,13.9%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2003,6 Year,80,62,77.5%,35,43.8%,56.5%,3,3.8%,4.8%,32,40.0%,51.6%,27,33.8%,43.5%,1,1.3%,10,12.5%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2004,4 Year  June,96,62,64.6%,41,42.7%,66.1%,3,3.1%,4.8%,38,39.6%,61.3%,21,21.9%,33.9%,16,16.7%,10,10.4%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2004,5 Year,93,68,73.1%,43,46.2%,63.2%,3,3.2%,4.4%,40,43.0%,58.8%,25,26.9%,36.8%,5,5.4%,11,11.8%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2004,6 Year,94,71,75.5%,44,46.8%,62.0%,3,3.2%,4.2%,41,43.6%,57.7%,27,28.7%,38.0%,3,3.2%,9,9.6%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2005,4 Year  June,104,63,60.6%,51,49.0%,81.0%,1,1.0%,1.6%,50,48.1%,79.4%,12,11.5%,19.0%,22,21.2%,10,9.6%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2005,4 Year August,104,65,62.5%,53,51.0%,81.5%,1,1.0%,1.5%,52,50.0%,80.0%,12,11.5%,18.5%,20,19.2%,10,9.6%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2005,5 Year,102,68,66.7%,53,52.0%,77.9%,1,1.0%,1.5%,52,51.0%,76.5%,15,14.7%,22.1%,6,5.9%,19,18.6%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2005,6 Year,101,72,71.3%,54,53.5%,75.0%,1,1.0%,1.4%,53,52.5%,73.6%,18,17.8%,25.0%,3,3.0%,20,19.8%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2006,4 Year  June,136,82,60.3%,59,43.4%,72.0%,14,10.3%,17.1%,45,33.1%,54.9%,23,16.9%,28.0%,25,18.4%,10,7.4%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2006,4 Year August,136,87,64.0%,60,44.1%,69.0%,14,10.3%,16.1%,46,33.8%,52.9%,27,19.9%,31.0%,20,14.7%,10,7.4%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2006,5 Year  June,135,93,68.9%,61,45.2%,65.6%,14,10.4%,15.1%,47,34.8%,50.5%,32,23.7%,34.4%,2,1.5%,22,16.3%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2006,5 Year August,135,96,71.1%,62,45.9%,64.6%,14,10.4%,14.6%,48,35.6%,50.0%,34,25.2%,35.4%,0,0.0%,21,15.6%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2007,4 Year  June,109,59,54.1%,44,40.4%,74.6%,4,3.7%,6.8%,40,36.7%,67.8%,15,13.8%,25.4%,24,22.0%,16,14.7%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2007,4 Year August,109,63,57.8%,44,40.4%,69.8%,4,3.7%,6.3%,40,36.7%,63.5%,19,17.4%,30.2%,20,18.3%,16,14.7%
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2002,4 Year  June,52,0,0.0%,0,0.0%,,0,0.0%,,0,0.0%,,0,0.0%,,51,98.1%,0,0.0%
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2002,5 Year,52,44,84.6%,26,50.0%,59.1%,5,9.6%,11.4%,21,40.4%,47.7%,18,34.6%,40.9%,4,7.7%,1,1.9%
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2002,6 Year,52,45,86.5%,26,50.0%,57.8%,5,9.6%,11.1%,21,40.4%,46.7%,19,36.5%,42.2%,1,1.9%,3,5.8%
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2003,4 Year  June,57,44,77.2%,26,45.6%,59.1%,3,5.3%,6.8%,23,40.4%,52.3%,18,31.6%,40.9%,10,17.5%,2,3.5%
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2003,5 Year,57,49,86.0%,29,50.9%,59.2%,4,7.0%,8.2%,25,43.9%,51.0%,20,35.1%,40.8%,4,7.0%,2,3.5%
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2003,6 Year,58,52,89.7%,29,50.0%,55.8%,4,6.9%,7.7%,25,43.1%,48.1%,23,39.7%,44.2%,0,0.0%,3,5.2%
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2004,4 Year  June,99,70,70.7%,49,49.5%,70.0%,9,9.1%,12.9%,40,40.4%,57.1%,21,21.2%,30.0%,20,20.2%,7,7.1%
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2004,5 Year,94,77,81.9%,52,55.3%,67.5%,10,10.6%,13.0%,42,44.7%,54.5%,25,26.6%,32.5%,3,3.2%,12,12.8%
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2004,6 Year,98,80,81.6%,52,53.1%,65.0%,10,10.2%,12.5%,42,42.9%,52.5%,28,28.6%,35.0%,2,2.0%,13,13.3%
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2005,4 Year  June,71,53,74.6%,29,40.8%,54.7%,3,4.2%,5.7%,26,36.6%,49.1%,24,33.8%,45.3%,7,9.9%,5,7.0%
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2005,4 Year August,71,53,74.6%,29,40.8%,54.7%,3,4.2%,5.7%,26,36.6%,49.1%,24,33.8%,45.3%,7,9.9%,5,7.0%
